,User,Compound,Negative,Neutral,Positive,Time Stamp,Tweets Ago
279,@CBSNews,-0.3182,0.887,0.113,0.0,Wed Jun 13 11:22:16 +0000 2018,79
280,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 11:21:13 +0000 2018,80
281,@CBSNews,0.6908,0.725,0.0,0.275,Wed Jun 13 11:20:59 +0000 2018,81
282,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 11:15:11 +0000 2018,82
283,@CBSNews,0.7351,0.63,0.055,0.315,Wed Jun 13 11:13:24 +0000 2018,83
284,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 11:10:22 +0000 2018,84
285,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 11:09:10 +0000 2018,85
286,@CBSNews,0.6705,0.792,0.0,0.208,Wed Jun 13 11:07:35 +0000 2018,86
287,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 10:59:46 +0000 2018,87
288,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 10:57:40 +0000 2018,88
289,@CBSNews,-0.1027,0.924,0.076,0.0,Wed Jun 13 10:45:01 +0000 2018,89
290,@CBSNews,-0.2263,0.899,0.101,0.0,Wed Jun 13 10:43:01 +0000 2018,90
291,@CBSNews,0.3182,0.887,0.0,0.113,Wed Jun 13 10:37:54 +0000 2018,91
292,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 10:36:48 +0000 2018,92
293,@CBSNews,0.0,1.0,0.0,0.0,Wed Jun 13 10:20:11 +0000 2018,93
294,@CBSNews,-0.5994,0.613,0.313,0.074,Wed Jun 13 10:03:04 +0000 2018,94
295,@CBSNews,-0.3818,0.585,0.277,0.138,Wed Jun 13 09:48:04 +0000 2018,95
296,@CBSNews,0.5859,0.774,0.0,0.226,Wed Jun 13 09:33:04 +0000 2018,96
297,@CBSNews,-0.3182,0.859,0.141,0.0,Wed Jun 13 09:18:04 +0000 2018,97
298,@CBSNews,-0.7269,0.681,0.319,0.0,Wed Jun 13 09:03:04 +0000 2018,98
299,@CBSNews,-0.5423,0.774,0.226,0.0,Wed Jun 13 08:48:04 +0000 2018,99
300,@FoxNews,-0.0516,0.706,0.153,0.141,Thu Jun 14 05:53:00 +0000 2018,0
301,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 05:45:00 +0000 2018,1
302,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 05:38:00 +0000 2018,2
303,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 05:30:00 +0000 2018,3
304,@FoxNews,0.4391,0.847,0.0,0.153,Thu Jun 14 05:23:00 +0000 2018,4
305,@FoxNews,0.3612,0.8,0.0,0.2,Thu Jun 14 05:15:00 +0000 2018,5
306,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 05:07:00 +0000 2018,6
307,@FoxNews,-0.1298,0.723,0.148,0.129,Thu Jun 14 05:00:00 +0000 2018,7
308,@FoxNews,0.128,0.698,0.14,0.163,Thu Jun 14 04:53:00 +0000 2018,8
309,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 04:45:00 +0000 2018,9
310,@FoxNews,-0.7717,0.573,0.427,0.0,Thu Jun 14 04:38:00 +0000 2018,10
311,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 04:30:00 +0000 2018,11
312,@FoxNews,-0.1779,0.717,0.155,0.127,Thu Jun 14 04:15:00 +0000 2018,12
313,@FoxNews,0.7783,0.638,0.0,0.362,Thu Jun 14 04:15:00 +0000 2018,13
314,@FoxNews,-0.34,0.673,0.197,0.13,Thu Jun 14 04:07:00 +0000 2018,14
315,@FoxNews,0.3182,0.897,0.0,0.103,Thu Jun 14 04:01:00 +0000 2018,15
316,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 03:47:45 +0000 2018,16
317,@FoxNews,0.6249,0.758,0.0,0.242,Thu Jun 14 03:45:25 +0000 2018,17
318,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 03:36:55 +0000 2018,18
319,@FoxNews,0.7184,0.714,0.0,0.286,Thu Jun 14 03:29:41 +0000 2018,19
320,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 03:23:16 +0000 2018,20
321,@FoxNews,-0.25,0.875,0.125,0.0,Thu Jun 14 03:16:11 +0000 2018,21
322,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 03:08:05 +0000 2018,22
323,@FoxNews,0.4939,0.824,0.0,0.176,Thu Jun 14 03:05:00 +0000 2018,23
324,@FoxNews,0.5574,0.805,0.0,0.195,Thu Jun 14 03:02:52 +0000 2018,24
325,@FoxNews,-0.1027,0.743,0.139,0.119,Thu Jun 14 02:55:12 +0000 2018,25
326,@FoxNews,0.7351,0.744,0.0,0.256,Thu Jun 14 02:53:17 +0000 2018,26
327,@FoxNews,-0.128,0.749,0.139,0.112,Thu Jun 14 02:51:51 +0000 2018,27
328,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 02:48:02 +0000 2018,28
329,@FoxNews,-0.5994,0.754,0.246,0.0,Thu Jun 14 02:46:27 +0000 2018,29
330,@FoxNews,0.3818,0.867,0.0,0.133,Thu Jun 14 02:43:38 +0000 2018,30
331,@FoxNews,0.4767,0.838,0.0,0.162,Thu Jun 14 02:42:23 +0000 2018,31
332,@FoxNews,0.5267,0.773,0.0,0.227,Thu Jun 14 02:39:04 +0000 2018,32
333,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 02:37:07 +0000 2018,33
334,@FoxNews,-0.4019,0.769,0.231,0.0,Thu Jun 14 02:33:18 +0000 2018,34
335,@FoxNews,-0.8625,0.534,0.466,0.0,Thu Jun 14 02:29:43 +0000 2018,35
336,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 02:29:26 +0000 2018,36
337,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 02:27:11 +0000 2018,37
338,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 02:17:41 +0000 2018,38
339,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 02:16:24 +0000 2018,39
340,@FoxNews,0.5267,0.841,0.0,0.159,Thu Jun 14 02:10:06 +0000 2018,40
341,@FoxNews,-0.25,0.889,0.111,0.0,Thu Jun 14 01:58:13 +0000 2018,41
342,@FoxNews,-0.0772,0.758,0.128,0.114,Thu Jun 14 01:57:04 +0000 2018,42
343,@FoxNews,-0.5574,0.714,0.286,0.0,Thu Jun 14 01:55:10 +0000 2018,43
344,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 01:51:38 +0000 2018,44
345,@FoxNews,-0.2732,0.877,0.123,0.0,Thu Jun 14 01:46:31 +0000 2018,45
346,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 01:39:36 +0000 2018,46
347,@FoxNews,-0.2263,0.643,0.217,0.141,Thu Jun 14 01:27:28 +0000 2018,47
348,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 01:20:17 +0000 2018,48
349,@FoxNews,-0.0516,0.921,0.079,0.0,Thu Jun 14 01:18:04 +0000 2018,49
350,@FoxNews,-0.34,0.821,0.179,0.0,Thu Jun 14 01:12:38 +0000 2018,50
351,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 00:58:13 +0000 2018,51
352,@FoxNews,0.8807,0.541,0.0,0.459,Thu Jun 14 00:35:30 +0000 2018,52
353,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 00:31:11 +0000 2018,53
354,@FoxNews,-0.7717,0.66,0.34,0.0,Thu Jun 14 00:28:18 +0000 2018,54
355,@FoxNews,-0.4767,0.744,0.256,0.0,Thu Jun 14 00:24:35 +0000 2018,55
356,@FoxNews,-0.3182,0.874,0.126,0.0,Thu Jun 14 00:18:43 +0000 2018,56
357,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 00:15:00 +0000 2018,57
358,@FoxNews,0.0258,0.581,0.206,0.213,Thu Jun 14 00:12:21 +0000 2018,58
359,@FoxNews,0.0,1.0,0.0,0.0,Thu Jun 14 00:03:42 +0000 2018,59
360,@FoxNews,-0.1298,0.723,0.148,0.129,Wed Jun 13 23:58:00 +0000 2018,60
361,@FoxNews,-0.1779,0.717,0.155,0.127,Wed Jun 13 23:50:38 +0000 2018,61
362,@FoxNews,0.34,0.862,0.0,0.138,Wed Jun 13 23:44:33 +0000 2018,62
363,@FoxNews,-0.7717,0.66,0.34,0.0,Wed Jun 13 23:34:49 +0000 2018,63
364,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 23:25:41 +0000 2018,64
365,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 23:20:00 +0000 2018,65
366,@FoxNews,-0.3182,0.892,0.108,0.0,Wed Jun 13 23:16:17 +0000 2018,66
367,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 23:08:06 +0000 2018,67
368,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 22:58:18 +0000 2018,68
369,@FoxNews,0.3182,0.887,0.0,0.113,Wed Jun 13 22:56:16 +0000 2018,69
370,@FoxNews,0.4588,0.812,0.0,0.188,Wed Jun 13 22:51:28 +0000 2018,70
371,@FoxNews,0.128,0.698,0.14,0.163,Wed Jun 13 22:42:43 +0000 2018,71
372,@FoxNews,-0.5574,0.825,0.175,0.0,Wed Jun 13 22:39:16 +0000 2018,72
373,@FoxNews,0.4215,0.811,0.0,0.189,Wed Jun 13 22:30:48 +0000 2018,73
374,@FoxNews,0.5494,0.779,0.0,0.221,Wed Jun 13 22:30:03 +0000 2018,74
375,@FoxNews,-0.1759,0.685,0.196,0.119,Wed Jun 13 22:26:18 +0000 2018,75
376,@FoxNews,0.1477,0.738,0.116,0.146,Wed Jun 13 22:25:33 +0000 2018,76
377,@FoxNews,0.3612,0.889,0.0,0.111,Wed Jun 13 22:22:56 +0000 2018,77
378,@FoxNews,0.6369,0.833,0.0,0.167,Wed Jun 13 22:21:09 +0000 2018,78
379,@FoxNews,0.6115,0.8,0.0,0.2,Wed Jun 13 22:20:17 +0000 2018,79
380,@FoxNews,-0.5574,0.854,0.146,0.0,Wed Jun 13 22:19:02 +0000 2018,80
381,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 22:16:35 +0000 2018,81
382,@FoxNews,0.4927,0.814,0.0,0.186,Wed Jun 13 22:13:05 +0000 2018,82
383,@FoxNews,0.5859,0.798,0.0,0.202,Wed Jun 13 22:09:32 +0000 2018,83
384,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 22:04:43 +0000 2018,84
385,@FoxNews,-0.9371,0.41,0.59,0.0,Wed Jun 13 21:50:55 +0000 2018,85
386,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 21:48:16 +0000 2018,86
387,@FoxNews,0.2023,0.893,0.0,0.107,Wed Jun 13 21:40:59 +0000 2018,87
388,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 21:36:23 +0000 2018,88
389,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 21:30:00 +0000 2018,89
390,@FoxNews,-0.5719,0.68,0.32,0.0,Wed Jun 13 21:26:07 +0000 2018,90
391,@FoxNews,0.25,0.857,0.0,0.143,Wed Jun 13 21:19:46 +0000 2018,91
392,@FoxNews,0.5423,0.851,0.0,0.149,Wed Jun 13 21:15:34 +0000 2018,92
393,@FoxNews,0.1139,0.907,0.0,0.093,Wed Jun 13 21:08:34 +0000 2018,93
394,@FoxNews,-0.5267,0.746,0.254,0.0,Wed Jun 13 21:05:26 +0000 2018,94
395,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 20:56:11 +0000 2018,95
396,@FoxNews,-0.34,0.673,0.197,0.13,Wed Jun 13 20:49:32 +0000 2018,96
397,@FoxNews,0.5423,0.759,0.0,0.241,Wed Jun 13 20:48:16 +0000 2018,97
398,@FoxNews,0.4588,0.75,0.0,0.25,Wed Jun 13 20:45:15 +0000 2018,98
399,@FoxNews,0.0,1.0,0.0,0.0,Wed Jun 13 20:36:10 +0000 2018,99
400,@nytimes,-0.5106,0.82,0.18,0.0,Thu Jun 14 05:49:55 +0000 2018,0
401,@nytimes,0.2023,0.913,0.0,0.087,Thu Jun 14 05:33:00 +0000 2018,1
402,@nytimes,-0.6908,0.569,0.317,0.114,Thu Jun 14 05:11:03 +0000 2018,2
403,@nytimes,0.0,1.0,0.0,0.0,Thu Jun 14 04:41:05 +0000 2018,3
404,@nytimes,0.0,1.0,0.0,0.0,Thu Jun 14 04:21:03 +0000 2018,4
405,@nytimes,0.0,1.0,0.0,0.0,Thu Jun 14 04:10:20 +0000 2018,5
406,@nytimes,0.296,0.699,0.118,0.183,Thu Jun 14 04:02:04 +0000 2018,6
407,@nytimes,0.8074,0.722,0.0,0.278,Thu Jun 14 03:47:07 +0000 2018,7
408,@nytimes,0.5267,0.704,0.085,0.211,Thu Jun 14 03:32:01 +0000 2018,8
409,@nytimes,-0.296,0.885,0.115,0.0,Thu Jun 14 03:17:02 +0000 2018,9
410,@nytimes,-0.6249,0.823,0.177,0.0,Thu Jun 14 03:02:02 +0000 2018,10
411,@nytimes,0.0258,0.945,0.0,0.055,Thu Jun 14 02:47:02 +0000 2018,11
412,@nytimes,-0.0516,0.798,0.106,0.096,Thu Jun 14 02:32:01 +0000 2018,12
413,@nytimes,0.4215,0.859,0.0,0.141,Thu Jun 14 02:17:04 +0000 2018,13
414,@nytimes,-0.3818,0.885,0.115,0.0,Thu Jun 14 02:02:03 +0000 2018,14
415,@nytimes,0.25,0.909,0.0,0.091,Thu Jun 14 01:47:01 +0000 2018,15
416,@nytimes,0.0,1.0,0.0,0.0,Thu Jun 14 01:32:02 +0000 2018,16
417,@nytimes,0.1531,0.922,0.0,0.078,Thu Jun 14 01:17:04 +0000 2018,17
418,@nytimes,0.4767,0.829,0.0,0.171,Thu Jun 14 01:02:05 +0000 2018,18
419,@nytimes,-0.8316,0.672,0.328,0.0,Thu Jun 14 00:47:02 +0000 2018,19
420,@nytimes,0.0,1.0,0.0,0.0,Thu Jun 14 00:32:02 +0000 2018,20
421,@nytimes,-0.3612,0.889,0.111,0.0,Thu Jun 14 00:17:28 +0000 2018,21
422,@nytimes,0.7003,0.734,0.0,0.266,Thu Jun 14 00:02:10 +0000 2018,22
423,@nytimes,0.4404,0.58,0.0,0.42,Wed Jun 13 23:47:04 +0000 2018,23
424,@nytimes,0.8541,0.67,0.0,0.33,Wed Jun 13 23:32:42 +0000 2018,24
425,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 23:17:04 +0000 2018,25
426,@nytimes,0.4019,0.863,0.0,0.137,Wed Jun 13 23:02:02 +0000 2018,26
427,@nytimes,0.128,0.669,0.175,0.156,Wed Jun 13 22:47:02 +0000 2018,27
428,@nytimes,-0.4588,0.88,0.12,0.0,Wed Jun 13 22:32:07 +0000 2018,28
429,@nytimes,0.5719,0.837,0.0,0.163,Wed Jun 13 22:17:07 +0000 2018,29
430,@nytimes,0.1779,0.855,0.0,0.145,Wed Jun 13 22:02:03 +0000 2018,30
431,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 21:47:03 +0000 2018,31
432,@nytimes,-0.3818,0.88,0.12,0.0,Wed Jun 13 21:32:03 +0000 2018,32
433,@nytimes,-0.296,0.905,0.095,0.0,Wed Jun 13 21:23:07 +0000 2018,33
434,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 21:12:13 +0000 2018,34
435,@nytimes,0.5267,0.704,0.085,0.211,Wed Jun 13 21:03:05 +0000 2018,35
436,@nytimes,-0.6486,0.722,0.217,0.061,Wed Jun 13 20:48:09 +0000 2018,36
437,@nytimes,-0.7003,0.629,0.287,0.084,Wed Jun 13 20:33:05 +0000 2018,37
438,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 20:18:06 +0000 2018,38
439,@nytimes,-0.5994,0.837,0.163,0.0,Wed Jun 13 20:08:10 +0000 2018,39
440,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 20:03:02 +0000 2018,40
441,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 19:53:03 +0000 2018,41
442,@nytimes,-0.8074,0.628,0.372,0.0,Wed Jun 13 19:43:05 +0000 2018,42
443,@nytimes,0.4588,0.88,0.0,0.12,Wed Jun 13 19:33:03 +0000 2018,43
444,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 19:23:01 +0000 2018,44
445,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 19:22:26 +0000 2018,45
446,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 19:13:03 +0000 2018,46
447,@nytimes,-0.128,0.553,0.233,0.213,Wed Jun 13 19:03:08 +0000 2018,47
448,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 18:53:03 +0000 2018,48
449,@nytimes,-0.7506,0.73,0.27,0.0,Wed Jun 13 18:43:03 +0000 2018,49
450,@nytimes,-0.3182,0.881,0.119,0.0,Wed Jun 13 18:33:05 +0000 2018,50
451,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 18:23:01 +0000 2018,51
452,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 18:13:04 +0000 2018,52
453,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 18:10:45 +0000 2018,53
454,@nytimes,0.1275,0.699,0.118,0.183,Wed Jun 13 18:03:05 +0000 2018,54
455,@nytimes,-0.4144,0.835,0.165,0.0,Wed Jun 13 17:53:05 +0000 2018,55
456,@nytimes,-0.6908,0.787,0.213,0.0,Wed Jun 13 17:48:09 +0000 2018,56
457,@nytimes,-0.3818,0.89,0.11,0.0,Wed Jun 13 17:43:02 +0000 2018,57
458,@nytimes,0.0772,0.925,0.0,0.075,Wed Jun 13 17:23:02 +0000 2018,58
459,@nytimes,-0.7184,0.625,0.274,0.101,Wed Jun 13 17:13:06 +0000 2018,59
460,@nytimes,0.2263,0.917,0.0,0.083,Wed Jun 13 17:03:06 +0000 2018,60
461,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 16:53:06 +0000 2018,61
462,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 16:43:07 +0000 2018,62
463,@nytimes,0.4404,0.837,0.0,0.163,Wed Jun 13 16:33:07 +0000 2018,63
464,@nytimes,-0.7579,0.711,0.289,0.0,Wed Jun 13 16:23:04 +0000 2018,64
465,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 16:13:04 +0000 2018,65
466,@nytimes,-0.0516,0.798,0.106,0.096,Wed Jun 13 16:03:03 +0000 2018,66
467,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 15:53:07 +0000 2018,67
468,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 15:45:01 +0000 2018,68
469,@nytimes,0.2732,0.782,0.078,0.14,Wed Jun 13 15:43:04 +0000 2018,69
470,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 15:33:03 +0000 2018,70
471,@nytimes,-0.8834,0.623,0.377,0.0,Wed Jun 13 15:23:01 +0000 2018,71
472,@nytimes,-0.8979,0.489,0.422,0.089,Wed Jun 13 15:13:04 +0000 2018,72
473,@nytimes,-0.0356,0.824,0.091,0.085,Wed Jun 13 15:03:02 +0000 2018,73
474,@nytimes,-0.5267,0.804,0.196,0.0,Wed Jun 13 14:53:01 +0000 2018,74
475,@nytimes,-0.3182,0.753,0.151,0.096,Wed Jun 13 14:43:06 +0000 2018,75
476,@nytimes,-0.504,0.725,0.207,0.068,Wed Jun 13 14:33:05 +0000 2018,76
477,@nytimes,0.5267,0.704,0.085,0.211,Wed Jun 13 14:25:05 +0000 2018,77
478,@nytimes,0.296,0.779,0.086,0.135,Wed Jun 13 14:14:06 +0000 2018,78
479,@nytimes,-0.6908,0.569,0.317,0.114,Wed Jun 13 14:00:18 +0000 2018,79
480,@nytimes,0.25,0.59,0.188,0.222,Wed Jun 13 13:50:04 +0000 2018,80
481,@nytimes,0.5719,0.856,0.0,0.144,Wed Jun 13 13:40:05 +0000 2018,81
482,@nytimes,0.5574,0.833,0.0,0.167,Wed Jun 13 13:30:04 +0000 2018,82
483,@nytimes,-0.5267,0.794,0.206,0.0,Wed Jun 13 13:16:03 +0000 2018,83
484,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 13:00:10 +0000 2018,84
485,@nytimes,0.8074,0.722,0.0,0.278,Wed Jun 13 12:49:06 +0000 2018,85
486,@nytimes,0.4404,0.861,0.0,0.139,Wed Jun 13 12:40:09 +0000 2018,86
487,@nytimes,-0.2023,0.899,0.101,0.0,Wed Jun 13 12:31:39 +0000 2018,87
488,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 12:14:04 +0000 2018,88
489,@nytimes,-0.128,0.923,0.077,0.0,Wed Jun 13 12:00:10 +0000 2018,89
490,@nytimes,0.4019,0.847,0.0,0.153,Wed Jun 13 11:44:02 +0000 2018,90
491,@nytimes,-0.4215,0.877,0.123,0.0,Wed Jun 13 11:38:57 +0000 2018,91
492,@nytimes,0.7579,0.723,0.0,0.277,Wed Jun 13 11:37:34 +0000 2018,92
493,@nytimes,0.4404,0.636,0.131,0.233,Wed Jun 13 11:30:20 +0000 2018,93
494,@nytimes,0.2732,0.884,0.0,0.116,Wed Jun 13 11:15:02 +0000 2018,94
495,@nytimes,0.4215,0.896,0.0,0.104,Wed Jun 13 11:03:00 +0000 2018,95
496,@nytimes,0.6705,0.703,0.0,0.297,Wed Jun 13 11:00:04 +0000 2018,96
497,@nytimes,0.3818,0.867,0.0,0.133,Wed Jun 13 10:46:04 +0000 2018,97
498,@nytimes,-0.8658,0.607,0.393,0.0,Wed Jun 13 10:28:01 +0000 2018,98
499,@nytimes,0.0,1.0,0.0,0.0,Wed Jun 13 10:20:46 +0000 2018,99
